name,u_switch_portsum,u_switch_portcount
MIGA Portal - Contracts Dashboard,"migaportalstgstrg,migaportalqastrg,migaportalprodstrg,migaportaldevstrg,migaportal-stg-psql,migaportal-stg-cosmos,migaportal-stg-alb,migaportal-qa-psql,migaportal-qa-cosmos,migaportal-qa-alb,migaportal-prod-psql,migaportal-prod-log,migaportal-prod-cosmos,migaportal-prod-alb,migaportal-dev-psql,migaportal-dev-cosmos,migaportal-dev-alb,migaportal-data-hub-dev-psql,miga-analytic-adf-qa,kubernetes,kubernetes,kubernetes,kubernetes,DefaultWorkspace-1b2994f6-7ed8-4fb6-b058-e7ab6bf07681-EUS,
dbstorageivox5xuhaprkw",1
MIGA Portal - Climate Review,"w0lxapigw01,w0lxapimc01,w0lxdnapigw01,w0lxdnapigw02,wbmsiis101,wbmsiis102,w0lxapial01,w0splnpr01,w0lxapigw03,w0lxapigw04,w0lxapigwext01,w0lxapigwext02,w0lxapigwext03,w0lxapigwext04,w0lxtapigw02,w0lxapidp01,w0lxqapigw01,w0lxqapigw02,w0lxqapigw04,w0lxqapigwext01,w0lxqapigwext02",1
MIGA Portal - Cancellation Memo,"w0lxapigw03,w0lxapigw04,w0lxapigwext01,w0lxapigwext02,w0lxapigwext03,w0lxapigwext04,w0lxapimc01,w0lxdnapigw01,w0lxdnapigw02,w0lxqapigw01,w0lxqapigw02,w0lxqapigw04,w0lxqapigwext01,w0lxqapigwext02,w0lxtapigw02,w0lxapial01,w0splnpr01,w0lxapidp01,wbmsiis101,wbmsiis102",1
MIGA Portal - Application Approval,"w0splnpr01,w0lxapial01,w0lxapigw03,w0lxapigw04,w0lxapigwext01,w0lxapigwext02,w0lxapigwext03,w0lxapigwext04,w0lxapigw02,w0lxtapigw02,w0lxapidp01,w0lxqapigw01,w0lxqapigw02,w0lxqapigw04,w0lxqapigwext01,w0lxqapigwext02,w0lxapimc01,w0lxdnapigw01,w0lxdnapigw02,wbmsiis101,wbmsiis102",1
MIGA Portal,"w0lxapial01,w0lxapidp01,w0lxapigw01,w0lxapigw02,w0lxapigw03,w0lxapigw04,w0lxapigwext01,w0lxapigwext02,w0lxapigwext03,w0lxapigwext04,w0lxapimc01,w0lxdnapigw01,w0lxdnapigw02,w0lxqapigw01,w0lxqapigw02,w0lxqapigw04,w0lxqapigwext01,w0lxqapigwext02,w0lxtapigw01,w0lxtapigw02,w2lbi2000intprd,w2lbi2001intprd,w2sdlndv01,wbmsiis101,wbmsiis102",1
MGS - Receipt against Notifications (RAN) Processing and Matching,"w2splnpr02_new,w2splnpr11,w2splnpr12,w2splnpr13,w2splnpr14",1
MGS - Project Maintenance & WBS Element Automation,"w2splnpr02_new,w2splnpr11,w2splnpr12,w2splnpr13,w2splnpr14",1
MGS - Payment Processing & Automation,"w2splnpr02_new,w2splnpr11,w2splnpr12,w2splnpr13,w2splnpr14",1
MGS - Manual Entry Processing,"w2splnpr02_new,w2splnpr11,w2splnpr12,w2splnpr13,w2splnpr14",1
MGS - Invoice Processing,"w2splnpr02_new,w2splnpr11,w2splnpr12,w2splnpr13,w2splnpr14",1
MGS - Fee Processing,"w2splnpr02_new,w2splnpr11,w2splnpr12,w2splnpr13,w2splnpr14",1
MGS - Contract Management,"w2splnpr02_new,w2splnpr11,w2splnpr12,w2splnpr13,w2splnpr14",1
MGS - Application Processing,"w2splnpr02_new,w2splnpr11,w2splnpr12,w2splnpr13,w2splnpr14",1
MGS - Amortization,"w2splnpr02_new,w2splnpr11,w2splnpr12,w2splnpr13,w2splnpr14",1
MIGA Portal - Development Impact,"w0lxapigw01,w0lxapimc01,w0lxdnapigw01,w0lxdnapigw02,w0splnpr01,wbmsiis101,wbmsiis102,w0lxapial01,w0lxapigw03,w0lxapigw04,w0lxapigwext01,w0lxapigwext02,w0lxapigwext03,w0lxapigwext04,w0lxtapigw02,w0lxapidp01,w0lxqapigw01,w0lxqapigw02,w0lxqapigw04,w0lxqapigwext01,w0lxqapigwext02",1
MIGA Portal - Economic Capital,"wbmsiis101,wbmsiis102,w0lxapimc01,w0lxdnapigw01,w0lxdnapigw02,w0splnpr01,w0lxapial01,w0lxapigw03,w0lxapigw04,w0lxapigwext01,w0lxapigwext02,w0lxapigwext03,w0lxapigwext04,w0lxtapigw02,w0lxapidp01,w0lxqapigw01,w0lxqapigw02,w0lxqapigw04,w0lxqapigwext01,w0lxqapigwext02",1
MIGA Portal - Environmental and Social Review Documentation (ESRD),"migaportalstgstrg,migaportalqastrg,migaportalprodstrg,migaportaldevstrg,migaportal-stg-psql,migaportal-stg-cosmos,migaportal-stg-alb,migaportal-qa-psql,migaportal-qa-cosmos,migaportal-qa-alb,migaportal-prod-psql,migaportal-prod-log,migaportal-prod-cosmos,migaportal-prod-alb,migaportal-dev-psql,migaportal-dev-cosmos,migaportal-dev-alb,migaportal-data-hub-dev-psql,miga-analytic-adf-qa,kubernetes,kubernetes,kubernetes,kubernetes,DefaultWorkspace-1b2994f6-7ed8-4fb6-b058-e7ab6bf07681-EUS,
dbstorageivox5xuhaprkw",1
MIGA Portal - Repayment Profile,"w0lxapidp01,w0lxqapigw01,w0lxqapigw02,w0lxqapigw04,w0lxqapigwext01,w0lxqapigwext02,w0lxapimc01,w0lxdnapigw01,w0lxdnapigw02,w0lxapial01,wbmsiis101,wbmsiis102,w0splnpr01,w0lxapigw03,w0lxapigw04,w0lxapigwext01,w0lxapigwext02,w0lxapigwext03,w0lxapigwext04,w0lxtapigw02",1
MalenaInsight,Global Trade Supplier Finance (GTSF),1
Malena-DataFactory-QA,Global Trade Supplier Finance (GTSF),1
Malena-DataFactory,Global Trade Supplier Finance (GTSF),1
Machine Learning Environmental Analysis (MALENA),wzlxqmalena02,1
MIGA Portal – Portfolio Management Portal,"w0lxapigw02,w0lxtapigw02,w0lxqapigw01,w0lxqapigw02,w0lxqapigw04,w0lxqapigwext01,w0lxqapigwext02,w0lxapidp01,w0lxapimc01,w0lxdnapigw01,w0lxdnapigw02,w0lxapial01,wbmsiis101,wbmsiis102,w0lxapigw03,w0lxapigw04,w0lxapigwext01,w0lxapigwext02,w0lxapigwext03,w0lxapigwext04,w0splnpr01",1
MIGA Portal - Underwriting Paper Annex,"w0lxapial01,w0lxtapigw02,w0lxapigw02,w0lxqapigw01,w0lxqapigw02,w0lxqapigw04,w0lxqapigwext01,w0lxqapigwext02,w0lxapidp01,w0lxapimc01,w0lxdnapigw01,w0lxdnapigw02,wbmsiis101,wbmsiis102,w0lxapigw03,w0lxapigw04,w0lxapigwext01,w0lxapigwext02,w0lxapigwext03,w0lxapigwext04,w0splnpr01",1
MIGA Portal - Resource Management (RM) Space,"w0lxapigw02,w0lxapidp01,w0lxqapigw01,w0lxqapigw02,w0lxqapigw04,w0lxqapigwext01,w0lxqapigwext02,wbmsiis101,wbmsiis102,w0lxapimc01,w0lxdnapigw01,w0lxdnapigw02,w0lxapigw03,w0lxapigw04,w0lxapigwext01,w0lxapigwext02,w0lxapigwext03,w0lxapigwext04,w0lxapial01,w0lxtapigw02,w0splnpr01",1
MIGA Portal - Reinsurer Risk Ratings,"w0lxapidp01,wbmsiis101,wbmsiis102,w0lxqapigw01,w0lxqapigw02,w0lxqapigw04,w0lxqapigwext01,w0lxqapigwext02,w0lxapimc01,w0lxdnapigw01,w0lxdnapigw02,w0lxapigw03,w0lxapigw04,w0lxapigwext01,w0lxapigwext02,w0lxapigwext03,w0lxapigwext04,w0lxapial01,w0lxtapigw02,w0splnpr01",1
MIGA Portal - Integrity Review Portal (IRP),"migaportalstgstrg,migaportalqastrg,migaportalprodstrg,migaportaldevstrg,migaportal-stg-psql,migaportal-stg-cosmos,migaportal-stg-alb,migaportal-qa-psql,migaportal-qa-cosmos,migaportal-qa-alb,migaportal-prod-psql,migaportal-prod-log,migaportal-prod-cosmos,migaportal-prod-alb,migaportal-dev-psql,migaportal-dev-cosmos,migaportal-dev-alb,migaportal-data-hub-dev-psql,miga-analytic-adf-qa,kubernetes,kubernetes,kubernetes,kubernetes,DefaultWorkspace-1b2994f6-7ed8-4fb6-b058-e7ab6bf07681-EUS,
dbstorageivox5xuhaprkw",1
MIGA Portal - Reinsurance Participation Portal,"w0lxapidp01,w0lxqapigw01,w0lxqapigw02,w0lxqapigw04,w0lxqapigwext01,w0lxqapigwext02,w0lxapimc01,w0lxdnapigw01,w0lxdnapigw02,wbmsiis101,wbmsiis102,w0lxapial01,w0splnpr01,w0lxapigw03,w0lxapigw04,w0lxapigwext01,w0lxapigwext02,w0lxapigwext03,w0lxapigwext04,w0lxtapigw02",1
MIGA Portal - Project Search,"w0lxapigw01,w0lxapidp01,wbmsiis101,wbmsiis102,w0lxapigw03,w0lxapigw04,w0lxapigwext01,w0lxapigwext02,w0lxapigwext03,w0lxapigwext04,w0lxapimc01,w0lxdnapigw01,w0lxdnapigw02,w0lxqapigw01,w0lxqapigw02,w0lxqapigw04,w0lxqapigwext01,w0lxqapigwext02,w0lxtapigw02,w0lxapial01,w0splnpr01",1
MIGA Portal - Portfolio Briefing Reports,"migaportalstgstrg,migaportalqastrg,migaportalprodstrg,migaportaldevstrg,migaportal-stg-psql,migaportal-stg-cosmos,migaportal-stg-alb,migaportal-qa-psql,migaportal-qa-cosmos,migaportal-qa-alb,migaportal-prod-psql,migaportal-prod-log,migaportal-prod-cosmos,migaportal-prod-alb,migaportal-dev-psql,migaportal-dev-cosmos,migaportal-dev-alb,migaportal-data-hub-dev-psql,miga-analytic-adf-qa,kubernetes,kubernetes,kubernetes,kubernetes,DefaultWorkspace-1b2994f6-7ed8-4fb6-b058-e7ab6bf07681-EUS,
dbstorageivox5xuhaprkw",1
MIGA Portal - Online Pricing,"w0lxapigw03,w0lxapigw04,w0lxapigwext01,w0lxapigwext02,w0lxapigwext03,w0lxapigwext04,w0lxapimc01,w0lxdnapigw01,w0lxdnapigw02,w0lxapial01,w0lxtapigw02,w0splnpr01,w0lxapidp01,w0lxqapigw01,w0lxqapigw02,w0lxqapigw04,w0lxqapigwext01,w0lxqapigwext02,wbmsiis101,wbmsiis102",1
MIGA Portal - Legal Portal,"migaportalstgstrg,migaportalqastrg,migaportalprodstrg,migaportaldevstrg,migaportal-stg-psql,migaportal-stg-cosmos,migaportal-stg-alb,migaportal-qa-psql,migaportal-qa-cosmos,migaportal-qa-alb,migaportal-prod-psql,migaportal-prod-log,migaportal-prod-cosmos,migaportal-prod-alb,migaportal-dev-psql,migaportal-dev-cosmos,migaportal-dev-alb,migaportal-data-hub-dev-psql,miga-analytic-adf-qa,kubernetes,kubernetes,kubernetes,kubernetes,DefaultWorkspace-1b2994f6-7ed8-4fb6-b058-e7ab6bf07681-EUS,
dbstorageivox5xuhaprkw",1
MIGA Portal - Leads & Pipeline Management,"migaportalstgstrg,migaportalqastrg,migaportalprodstrg,migaportaldevstrg,migaportal-stg-psql,migaportal-stg-cosmos,migaportal-stg-alb,migaportal-qa-psql,migaportal-qa-cosmos,migaportal-qa-alb,migaportal-prod-psql,migaportal-prod-log,migaportal-prod-cosmos,migaportal-prod-alb,migaportal-dev-psql,migaportal-dev-cosmos,migaportal-dev-alb,migaportal-data-hub-dev-psql,miga-analytic-adf-qa,kubernetes,kubernetes,kubernetes,kubernetes,DefaultWorkspace-1b2994f6-7ed8-4fb6-b058-e7ab6bf07681-EUS,
dbstorageivox5xuhaprkw",1
MIGA Portal - Invoice Premium Monitoring,"w0lxapimc01,w0lxdnapigw01,w0lxdnapigw02,w0splnpr01,w0lxapial01,w0lxapigw02,w0lxapigw03,w0lxapigw04,w0lxapigwext01,w0lxapigwext02,w0lxapigwext03,w0lxapigwext04,w0lxtapigw02,w0lxapidp01,w0lxqapigw01,w0lxqapigw02,w0lxqapigw04,w0lxqapigwext01,w0lxqapigwext02,wbmsiis101,wbmsiis102",1
Loan Information Source System,"w0lxpcdv04,w1lbi1000intprd,w1lbi1001intprd,wbgmsbi003,wbgmsbi004,wbmsbi113",1
Live Chat,"wbgmsopsp05,wbgmsopsp06,wbgmsopsp09,wbgmsopsp10,wbgmsopsq08,wbgmsopsq09,wbgmsopda01,wbgmsoppa01,wbgmsoppa02,wbgmsopqa01b,wbgmsopqa01a",1
Lighting Global Website,"wzlxdifclight01,wzlxpifclight01",1
JBoss@walxqwbjbi01(wbg-onespace),OneSpace,1
JBoss@wzlxdinfamdm01(wbg-mdmplatform-Refdata),Master Data Management & Data Governance Hub,1
JBoss@wzlxdifcjb01(ifc-idesk-dots),iDesk - Development Outcome Tracking System (DOTS),1
JBoss@wzlxdifcjb01(ifc-idesk-crrforfunds),iDesk - Credit Risk Report (CRR) for Funds,1
JBoss@wzlxdifcjb01(ifc-ibis),Integrated Budgeting & Information Solutions (IBIS),1
JBoss@walxqwbjbi02(wbg-onespace3),OneSpace,1
JBoss@walxqwbjbi02(wbg-onespace),OneSpace,1
JBoss@walxqwbjbi01(wbg-onespace3),OneSpace,1
JBoss@walxpwbjbi02(wbg-onespace),OneSpace,1
JBoss@wzlxpifcjb01(ifc-idesk-crrforfunds),iDesk - Credit Risk Report (CRR) for Funds,1
JBoss@walxpwbjbi02(wb-envsocialframework),Environmental and Social Management System (ESMS),1
JBoss@walxpwbjbi01(wbg-onespace),OneSpace,1
JBoss@walxpwbjbi01(wb-envsocialframework),Environmental and Social Management System (ESMS),1
JBoss@walxmobappqa04(wb-approvals-mobilityservices),Approvals App,1
JBoss@walxmobappqa03(wb-approvals-mobilityservices),Approvals App,1
JBoss@walxmobappqa02(wb-approvals-mobileappint),Approvals App,1
JBoss@walxmobappqa01(wb-approvals-mobileappint),Approvals App,1
JBoss@wzlxpifcjb01(ifc-ibis),Integrated Budgeting & Information Solutions (IBIS),1
JBoss@wzlxpifcjb02(ifc-ibis),Integrated Budgeting & Information Solutions (IBIS),1
Leave Attendance Recording System (LARS),"w0lxdwbjbi01,w0lxpwbjbi01,w0lxpwbjbi02,w0lxpwbjbi03,w0lxpwbjbi04,w0lxqwbjbi01,w0lxqwbjbi02",1
JBoss@wzlxsifcjb01(ifc-idesk-dots),iDesk - Development Outcome Tracking System (DOTS),1
JBoss@wzlxtifcjb01(ifc-iportal-api1p),iPortal,1
JBoss@wzlxtifcjb01(ifc-idesk-dots),iDesk - Development Outcome Tracking System (DOTS),1
JBoss@wzlxtifcjb01(ifc-idesk-crrforfunds),iDesk - Credit Risk Report (CRR) for Funds,1
JBoss@wzlxtifcjb01(ifc-ibis),Integrated Budgeting & Information Solutions (IBIS),1
JBoss@wzlxsifcjb02(ifc-idesk-dots),iDesk - Development Outcome Tracking System (DOTS),1
JBoss@wzlxsifcjb02(ifc-idesk-crrforfunds),iDesk - Credit Risk Report (CRR) for Funds,1
JBoss@wzlxsifcjb02(ifc-ibis),Integrated Budgeting & Information Solutions (IBIS),1
JBoss@wzlxsifcjb01(ifc-idesk-crrforfunds),iDesk - Credit Risk Report (CRR) for Funds,1
JBoss@wzlxpifcjb02(ifc-idesk-crrforfunds),iDesk - Credit Risk Report (CRR) for Funds,1
JBoss@wzlxsifcjb01(ifc-ibis),Integrated Budgeting & Information Solutions (IBIS),1
JBoss@wzlxqinfamdm01(wbg-mdmplatform-Refdata),Master Data Management & Data Governance Hub,1
JBoss@wzlxqifcjb01(ifc-idesk-dots),iDesk - Development Outcome Tracking System (DOTS),1
JBoss@wzlxqifcjb01(ifc-idesk-crrforfunds),iDesk - Credit Risk Report (CRR) for Funds,1
JBoss@wzlxqifcjb01(ifc-ibis),Integrated Budgeting & Information Solutions (IBIS),1
JBoss@wzlxpinfamdm01(wbg-mdmplatform-Refdata),Master Data Management & Data Governance Hub,1
JBoss@wzlxpifcjb02(ifc-idesk-dots),iDesk - Development Outcome Tracking System (DOTS),1
JBoss@w0lxssandbox01(ifc-iportal-api1oauth),iPortal,1
JBoss@w0lxssandbox01(ifc-idesk-dots),iDesk - Development Outcome Tracking System (DOTS),1
Microsoft IIS Server@wbgmsiisd02(ifc-iportal-api2oauth),iPortal,1
JBoss@w0lxqwbjbi01(wb-icsiddocs-rm),ICSID Docs,1
JBoss@w0lxqwbjbi01(wb-wbdocs-ecmrp),Documentum Archive Platform,1
JBoss@w0lxqwbjbi01(wb-wbdocs-dfs),Documentum Archive Platform,1
JBoss@w0lxqwbjbi01(wb-wbdocs-api),Documentum Archive Platform,1
JBoss@w0lxqwbjbi01(wb-wbdocs),Documentum Archive Platform,1
JBoss@w0lxqwbjbi01(wb-trsibrd),Time Recording System IBRD,1
JBoss@w0lxqwbjbi01(wb-taskteamdash),Task Team Dashboard,1
JBoss@w0lxqwbjbi01(wb-tapdashboard),Text Analytic Processing (TAP),1
JBoss@w0lxqwbjbi01(wb-standardreports-data),Standard Reports for Operations,1
JBoss@w0lxqwbjbi01(wb-standardreports),Standard Reports for Operations,1
JBoss@w0lxqwbjbi01(wb-projfeedbackdashboard),Project Feedback Survey Dashboard,1
JBoss@w0lxqwbjbi01(wb-opsportal3mobile),Operations Portal 3.0 - Mobile,1
JBoss@w0lxqwbjbi01(wb-opsportal3),Operations Portal,1
JBoss@w0lxqwbjbi01(wb-opsportal2),Operations Portal 2.0,1
JBoss@w0lxqwbjbi01(wb-opsdashboard-step),Operations Dashboard - Implementation Completion and Results Report Review (ICRR),1
JBoss@w0lxqwbjbi01(wb-opsdashboard),Operations Dashboard - Implementation Completion and Results Report Review (ICRR),1
JBoss@w0lxqwbjbi01(wb-mgmtdashboard),Management Dashboard,1
JBoss@w0lxqwbjbi01(wb-irisredirection),IRIS Redirection Application,1
JBoss@w0lxqwbjbi01(wb-wbdocs-rm),Documentum Archive Platform,1
JBoss@w0lxqwbjbi01(wb-wbdocs-search),Documentum Archive Platform,1
JBoss@w0lxqwbjbi01(wb-wbdocs-services),Documentum Archive Platform,1
JBoss@w0lxqwbjbi01(wbg-prsportal),PRS Archive ReadOnly,1
JBoss@w0lxqwbjbi01(wbg-staffrecordsmgmt-webtop),SRM Archive ReadOnly,1
JBoss@w0lxqwbjbi01(wbg-staffrecordsmgmt-portal),SRM Archive ReadOnly,1
JBoss@w0lxqwbjbi01(wbg-siteminder-ssoe),WBG Authentication Platform (Siteminder),1
JBoss@w0lxqwbjbi01(wbg-siteminder-sso),WBG Authentication Platform (Siteminder),1
JBoss@w0lxqwbjbi01(wbg-siteminder-cbainternal),WBG Authentication Platform (Siteminder),1
JBoss@w0lxqwbjbi01(wbg-prsportal-webtop),PRS Archive ReadOnly,1
JBoss@w0lxqwbjbi01(wbg-prsportal-metadata),PRS Archive ReadOnly,1
JBoss@w0lxqwbjbi01(wbg-oracleconnect),Connection Service App (Oracle DB),1
JBoss@w0lxqwbjbi01(wb-wbdocs-services2),Documentum Archive Platform,1
JBoss@w0lxqwbjbi01(wbg-myhr),Human Resources (myHR),1
JBoss@w0lxqwbjbi01(wbg-lars),Leave Attendance Recording System (LARS),1
JBoss@w0lxqwbjbi01(wbg-ecmrpservice),Enterprise Content Management Resource Provider Service (ECMRP),1
JBoss@w0lxqwbjbi01(wbg-documentmgmtplatform-webtop),WBG Document Management Platform (Documentum),1
JBoss@w0lxqwbjbi01(wbg-documentmgmtplatform-da),WBG Document Management Platform (Documentum),1
JBoss@w0lxqwbjbi01(wbg-docmetahub),Documents Metadata Hub,1
JBoss@w0lxqwbjbi01(wbg-azuread-b2bapi),WBG Authentication Platform (Azure AD),1
JBoss@w0lxqwbjbi01(wb-implstatusreportapp),Implementation Status and Results Report - Mobile (ISR),1
JBoss@w0lxqwbjbi01(wb-icsiddocs),ICSID Docs,1
JBoss@w0lxssandbox01(ifc-idesk-crrforfunds),iDesk - Credit Risk Report (CRR) for Funds,1
JBoss@w0lxqwbjbi01(wb-bankevents),WBGEvents,1
JBoss@w0lxqwbjbe01(wbg-siteminder-cbaexternal),WBG Authentication Platform (Siteminder),1
JBoss@w0lxqwbjbe01(wbg-myhr-ext),Human Resources (myHR),1
JBoss@w0lxqwbjbe01(wb-step-ui),Systematic Tracking of Exchanges in Procurement (STEP),1
JBoss@w0lxqwbjbe01(wb-step-api),Systematic Tracking of Exchanges in Procurement (STEP),1
JBoss@w0lxqwbjbe01(wb-pubdocsportal),Pubdocs - Public Documents External,1
JBoss@w0lxqwbjbe01(wb-projfeedbacksurvey),Project Feedback Survey - Internal,1
JBoss@w0lxqwbjbe01(wb-procurementcomplaints),Procurement Complaints,1
JBoss@w0lxqwbjbe01(wb-imagebankdocuments-v2),Image Bank - Documents and Reports,1
JBoss@w0lxqwbjbe01(wb-imagebankdocuments-api),Image Bank - Documents and Reports,1
JBoss@w0lxqifcjb01(ifc-search),IFC Search,1
JBoss@w0lxqifcjb01(ifc-iportal-api1oauth),iPortal,1
JBoss@w0lxqifcjb01(ifc-ifcdocs-rm72),IFCDocs,1
JBoss@w0lxqifcjb01(ifc-ifcdocs-restservices72),IFCDocs,1
JBoss@w0lxqifcjb01(ifc-ifcdocs-ecmwebtop72),IFCDocs,1
JBoss@w0lxqifcjb01(ifc-ifcdocs-docsdfs72),IFCDocs,1
JBoss@w0lxqifcjb01(ifc-ifcdocs-dfs72),IFCDocs,1
JBoss@w0lxqifcjb01(ifc-ifcdocs-da72),IFCDocs,1
JBoss@w0lxqwbjbe01(wbg-siteminder-ssoapm),WBG Authentication Platform (Siteminder),1
JBoss@w0lxqwbjbe01(wbg-siteminder-ssoext),WBG Authentication Platform (Siteminder),1
JBoss@w0lxqwbjbe01(wbg-siteminder-ssoextapm),WBG Authentication Platform (Siteminder),1
JBoss@w0lxqwbjbe02(wbg-myhr-ext),Human Resources (myHR),1
JBoss@w0lxqwbjbi01(wb-approvals-madmin),Approvals App,1
JBoss@w0lxqwbjbe02(wbg-siteminder-ssoextm),WBG Authentication Platform (Siteminder),1
JBoss@w0lxqwbjbe02(wbg-siteminder-ssoexte),WBG Authentication Platform (Siteminder),1
JBoss@w0lxqwbjbe02(wbg-siteminder-ssoextapm),WBG Authentication Platform (Siteminder),1
JBoss@w0lxqwbjbe02(wbg-siteminder-ssoext),WBG Authentication Platform (Siteminder),1
JBoss@w0lxqwbjbe02(wbg-siteminder-ssoapm),WBG Authentication Platform (Siteminder),1
JBoss@w0lxqwbjbe02(wbg-siteminder-cbaexternal),WBG Authentication Platform (Siteminder),1
JBoss@w0lxqwbjbe02(wb-step-ui),Systematic Tracking of Exchanges in Procurement (STEP),1
JBoss@w0lxqwbjbe01(wbg-siteminder-ssoexte),WBG Authentication Platform (Siteminder),1
JBoss@w0lxqwbjbe02(wb-step-api),Systematic Tracking of Exchanges in Procurement (STEP),1
JBoss@w0lxqwbjbe02(wb-pubdocsportal),Pubdocs - Public Documents External,1
JBoss@w0lxqwbjbe02(wb-projfeedbacksurvey),Project Feedback Survey - Internal,1
JBoss@w0lxqwbjbe02(wb-procurementcomplaints),Procurement Complaints,1
JBoss@w0lxqwbjbe02(wb-imagebankdocuments-v2),Image Bank - Documents and Reports,1
JBoss@w0lxqwbjbe02(wb-imagebankdocuments-api),Image Bank - Documents and Reports,1
JBoss@w0lxqwbjbe01(wbg-siteminder-ssoextm),WBG Authentication Platform (Siteminder),1
JBoss@w0lxqwbjbi02(wb-approvals-madmin),Approvals App,1
JBoss@w0lxqwbjbi02(wb-bankevents),WBGEvents,1
JBoss@w0lxqwbjbi02(wb-icsiddocs),ICSID Docs,1
JBoss@w0lxqwbjbi02(wb-icsiddocs-rm),ICSID Docs,1
JBoss@w0lxsifcjb02(ifc-gtfp),Global Trade Finance Program (GTFP),1
JBoss@w0lxsifcjb02(ifc-asop),Advisory Services Operational Portal (ASOP),1
JBoss@w0lxsifcjb01(ifc-search),IFC Search,1
JBoss@w0lxsifcjb01(ifc-iportal-api1uat),iPortal,1
JBoss@w0lxsifcjb01(ifc-iportal-api1oauth),iPortal,1
JBoss@w0lxsifcjb01(ifc-iportal-api1),iPortal,1
JBoss@w0lxsifcjb01(ifc-intranet-api1oauth),IFC Intranet,1
JBoss@w0lxsifcjb01(ifc-ifcdocs-rm72),IFCDocs,1
JBoss@w0lxsifcjb01(ifc-ifcdocs-restservices72),IFCDocs,1
JBoss@w0lxsifcjb01(ifc-ifcdocs-ecmwebtop72),IFCDocs,1
JBoss@w0lxsifcjb01(ifc-ifcdocs-docsdfs72),IFCDocs,1
JBoss@w0lxsifcjb01(ifc-ifcdocs-dfs72),IFCDocs,1
JBoss@w0lxsifcjb01(ifc-ifcdocs-da72),IFCDocs,1
JBoss@w0lxsifcjb01(ifc-idesk-reachdata),iDesk - Reach,1
JBoss@w0lxsifcjb01(ifc-idesk-fms),iDesk - Funds Management System (FMS),1
JBoss@w0lxsifcjb01(ifc-idesk-dots),iDesk - Development Outcome Tracking System (DOTS),1
JBoss@w0lxsifcjb01(ifc-idesk-crrforfunds),iDesk - Credit Risk Report (CRR) for Funds,1
JBoss@w0lxsifcjb02(ifc-ibis),Integrated Budgeting & Information Solutions (IBIS),1
JBoss@w0lxsifcjb02(ifc-idesk-crrforfunds),iDesk - Credit Risk Report (CRR) for Funds,1
JBoss@w0lxsifcjb02(ifc-idesk-dots),iDesk - Development Outcome Tracking System (DOTS),1
JBoss@w0lxsifcjb02(ifc-iportal-api1),iPortal,1
JBoss@w0lxsinfamdm04(wbg-mdmplatform-Refdata),Master Data Management & Data Governance Hub,1
JBoss@w0lxsinfamdm03(wbg-mdmplatform-Refdata),Master Data Management & Data Governance Hub,1
JBoss@w0lxsinfamdm01(wbg-mdmplatform-Refdata),Master Data Management & Data Governance Hub,1
JBoss@w0lxsifcjb02(ifc-search),IFC Search,1
JBoss@w0lxsifcjb02(ifc-iportal-api1uat),iPortal,1
JBoss@w0lxsifcjb02(ifc-iportal-api1p),iPortal,1
JBoss@w0lxsifcjb02(ifc-iportal-api1oauth),iPortal,1
JBoss@w0lxsifcjb02(ifc-intranet-api1oauth),IFC Intranet,1
JBoss@w0lxsifcjb02(ifc-idesk-fms),iDesk - Funds Management System (FMS),1
JBoss@w0lxsifcjb02(ifc-ifcdocs-rm72),IFCDocs,1
JBoss@w0lxsifcjb02(ifc-ifcdocs-restservices72),IFCDocs,1
JBoss@w0lxsifcjb02(ifc-ifcdocs-ecmwebtop72),IFCDocs,1
JBoss@w0lxsifcjb02(ifc-ifcdocs-docsdfs72),IFCDocs,1
JBoss@w0lxsifcjb02(ifc-ifcdocs-dfs72),IFCDocs,1
JBoss@w0lxsifcjb02(ifc-ifcdocs-da72),IFCDocs,1
JBoss@w0lxsifcjb02(ifc-idesk-reachdata),iDesk - Reach,1
JBoss@w0lxsifcjb01(ifc-ibis),Integrated Budgeting & Information Solutions (IBIS),1
JBoss@w0lxsifcjb01(ifc-asop),Advisory Services Operational Portal (ASOP),1
JBoss@w0lxqwbjbi02(wbg-staffrecordsmgmt-webtop),SRM Archive ReadOnly,1
JBoss@w0lxqwbjbi02(wb-projfeedbackdashboard),Project Feedback Survey Dashboard,1
JBoss@w0lxqwbjbi02(wb-wbdocs-api),Documentum Archive Platform,1
JBoss@w0lxqwbjbi02(wb-wbdocs),Documentum Archive Platform,1
JBoss@w0lxqwbjbi02(wb-trsibrd),Time Recording System IBRD,1
JBoss@w0lxqwbjbi02(wb-taskteamdash),Task Team Dashboard,1
JBoss@w0lxqwbjbi02(wb-tapdashboard),Text Analytic Processing (TAP),1
JBoss@w0lxqwbjbi02(wb-standardreports-data),Standard Reports for Operations,1
JBoss@w0lxqwbjbi02(wb-standardreports),Standard Reports for Operations,1
JBoss@w0lxqwbjbi02(wb-opsportal3mobile),Operations Portal 3.0 - Mobile,1
JBoss@w0lxqwbjbi02(wb-wbdocs-ecmrp),Documentum Archive Platform,1
JBoss@w0lxqwbjbi02(wb-opsportal3),Operations Portal,1
JBoss@w0lxqwbjbi02(wb-opsportal2),Operations Portal 2.0,1
JBoss@w0lxqwbjbi02(wb-opsdashboard-step),Operations Dashboard - Implementation Completion and Results Report Review (ICRR),1
