name,u_switch_portsum,u_switch_portcount
JBoss@w0lxqwbjbi02(wb-opsdashboard),Operations Dashboard - Implementation Completion and Results Report Review (ICRR),1
JBoss@w0lxqwbjbi02(wb-mgmtdashboard),Management Dashboard,1
JBoss@w0lxqwbjbi02(wb-irisredirection),IRIS Redirection Application,1
JBoss@w0lxqwbjbi02(wb-implstatusreportapp),Implementation Status and Results Report - Mobile (ISR),1
JBoss@w0lxqwbjbi02(wb-wbdocs-dfs),Documentum Archive Platform,1
JBoss@w0lxqwbjbi02(wb-wbdocs-rm),Documentum Archive Platform,1
JBoss@w0lxqwbjbi02(wbg-staffrecordsmgmt-portal),SRM Archive ReadOnly,1
JBoss@w0lxqwbjbi02(wbg-myhr),Human Resources (myHR),1
JBoss@w0lxqwbjbi02(wbg-siteminder-ssoe),WBG Authentication Platform (Siteminder),1
JBoss@w0lxqwbjbi02(wbg-siteminder-sso),WBG Authentication Platform (Siteminder),1
JBoss@w0lxqwbjbi02(wbg-siteminder-cbainternal),WBG Authentication Platform (Siteminder),1
JBoss@w0lxqwbjbi02(wbg-prsportal-webtop),PRS Archive ReadOnly,1
JBoss@w0lxqwbjbi02(wbg-prsportal-metadata),PRS Archive ReadOnly,1
JBoss@w0lxqwbjbi02(wbg-prsportal),PRS Archive ReadOnly,1
JBoss@w0lxqwbjbi02(wbg-oracleconnect),Connection Service App (Oracle DB),1
JBoss@w0lxqwbjbi02(wbg-lars),Leave Attendance Recording System (LARS),1
JBoss@w0lxqwbjbi02(wb-wbdocs-search),Documentum Archive Platform,1
JBoss@w0lxqwbjbi02(wbg-ecmrpservice),Enterprise Content Management Resource Provider Service (ECMRP),1
JBoss@w0lxqwbjbi02(wbg-documentmgmtplatform-webtop),WBG Document Management Platform (Documentum),1
JBoss@w0lxqwbjbi02(wbg-documentmgmtplatform-da),WBG Document Management Platform (Documentum),1
JBoss@w0lxqwbjbi02(wbg-docmetahub),Documents Metadata Hub,1
JBoss@w0lxqwbjbi02(wbg-azuread-b2bapi),WBG Authentication Platform (Azure AD),1
JBoss@w0lxqwbjbi02(wb-wbdocs-services2),Documentum Archive Platform,1
JBoss@w0lxqwbjbi02(wb-wbdocs-services),Documentum Archive Platform,1
Management Dashboard,"w0lxdwbjbi01,w0lxqwbjbi01,w0lxqwbjbi02",1
Management Information System (MIS),"w0bphndp01,w0bphndp01-dc6,w0splnau01,w1lbi1000intprd,w1lbi1001intprd,wbmsbi110,wbmsbi111,wbmsbi112,wbmsbi113",1
Management of Archives and Records,"w1lxorangsrp1b,wbgmsmfcm002,wbgmsmfcm003",1
Microsoft IIS Server@wbgmscsop001(ifc-csokmcollab-Default Web Site-int),CSO Knowledge Management & Collaboration Platform,1
Microsoft IIS Server@wbgmsedgeapz02(ifc-edgebuildings),EDGE Buildings,1
Microsoft IIS Server@wbgmsedgeapz01(ifc-edgebuildings),EDGE Buildings,1
Microsoft IIS Server@wbgmsedgeadz04(ifc-edgebuildings-appdev2-Int),EDGE Buildings,1
Microsoft IIS Server@wbgmsedgeadz03(ifc-edgebuildings-appdev1-Int),EDGE Buildings,1
Microsoft IIS Server@wbgmsedgeadz02(ifc-edgebuildings-uattr),EDGE Buildings,1
Microsoft IIS Server@wbgmsedgeadz02(ifc-edgebuildings-uat),EDGE Buildings,1
Microsoft IIS Server@wbgmsedgeadz02(ifc-edgebuildings-stg),EDGE Buildings,1
Microsoft IIS Server@wbgmsedgeadz02(ifc-edgebuildings-maintenance),EDGE Buildings,1
Microsoft IIS Server@wbgmsedgeadz01(ifc-edgebuildings-uattr),EDGE Buildings,1
Microsoft IIS Server@wbgmsedgeadz01(ifc-edgebuildings-uat),EDGE Buildings,1
Microsoft IIS Server@wbgmsedgeadz01(ifc-edgebuildings-stg),EDGE Buildings,1
Microsoft IIS Server@wbgmsedgeadz01(ifc-edgebuildings-maintenance),EDGE Buildings,1
Microsoft IIS Server@wbgmsdifciis01(ifc-iportal-p2),iPortal,1
Microsoft IIS Server@wbgmsdifciis01(ifc-iportal-iportalapp),iPortal,1
Microsoft IIS Server@wbgmsdifciis01(ifc-iportal-api2oauth),iPortal,1
Microsoft IIS Server@wbgmsdifciis01(ifc-iportal-api2cert),iPortal,1
Microsoft IIS Server@wbgmsdifciis01(ifc-iportal-api2),iPortal,1
Microsoft IIS Server@wbgmsedgeasz01(ifc-edgebuildings-appstg-Int),EDGE Buildings,1
Microsoft IIS Server@wbgmsedgeasz01(ifc-edgebuildings-appstgtr-Int),EDGE Buildings,1
Microsoft IIS Server@wbgmsedgeatz01(ifc-edgebuildings-apptst1-Int),EDGE Buildings,1
Microsoft IIS Server@wbgmsepmp002(IFC-EPMS-Default Web Site-int),Equity Portfolio Management System (EPMS),1
Microsoft IIS Server@wbgmsepms009(IFC-EPMS-Stg-int),Equity Portfolio Management System (EPMS),1
Microsoft IIS Server@wbgmsepms009(IFC-EPMS-Default Web Site-Stg-Int),Equity Portfolio Management System (EPMS),1
Microsoft IIS Server@wbgmsepmp004(IFC-EPMS-int),Equity Portfolio Management System (EPMS),1
Microsoft IIS Server@wbgmsepmp004(IFC-EPMS-Default Web Site-int),Equity Portfolio Management System (EPMS),1
Microsoft IIS Server@wbgmsepmp003(IFC-EPMS-int),Equity Portfolio Management System (EPMS),1
Microsoft IIS Server@wbgmsepmp003(IFC-EPMS-Default Web Site-int),Equity Portfolio Management System (EPMS),1
Microsoft IIS Server@wbgmsepmp002(IFC-EPMS-int),Equity Portfolio Management System (EPMS),1
Microsoft IIS Server@wbgmsepmp001(IFC-EPMS-int),Equity Portfolio Management System (EPMS),1
Microsoft IIS Server@wbgmsedgeatz01(ifc-edgebuildings-apptst1tr-Int),EDGE Buildings,1
Microsoft IIS Server@wbgmsepmp001(IFC-EPMS-Default Web Site-int),Equity Portfolio Management System (EPMS),1
Microsoft IIS Server@wbgmsedgeauz02(ifc-edgebuildings-apppreprodtr-Int),EDGE Buildings,1
Microsoft IIS Server@wbgmsedgeauz02(ifc-edgebuildings-apppreprod-Int),EDGE Buildings,1
Microsoft IIS Server@wbgmsedgeauz01(ifc-edgebuildings-apppreprodtr-Int),EDGE Buildings,1
Microsoft IIS Server@wbgmsedgeauz01(ifc-edgebuildings-apppreprod-Int),EDGE Buildings,1
Microsoft IIS Server@wbgmsedgeatz02(ifc-edgebuildings-apptst2tr-Int),EDGE Buildings,1
Microsoft IIS Server@wbgmsedgeatz02(ifc-edgebuildings-apptst2-Int),EDGE Buildings,1
Microsoft IIS Server@wbgmscsop001(ifc-csokmcollab-aspose-int),CSO Knowledge Management & Collaboration Platform,1
Microsoft IIS Server@wbgmscso001(ifc-csokmcollab-aspose-qa-int),CSO Knowledge Management & Collaboration Platform,1
Market and Counterparty Credit Risk System (MCRS) - CVAR,"w1lbi1000intprd,w1lbi1001intprd,wbg2pdbadm01,wbg2pdbadm02,wbg2pdbadm03,wbg2pdbadm04,wbgmsriskp001",1
Microsoft IIS Server@wbgmscsipt01(ifc-csip-csipwebtst2.ifc.org-tst-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipf1a(ifc-csip-web-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipf1a(ifc-csip-reportingservice-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipf1a(ifc-csip-intservice-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipf1a(ifc-csip-configservice-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipdrf1b(ifc-csip-Default Web Site-dr-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipdrf1b(ifc-csip-CSIPWEB.IFC.ORG-dr-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipdrf1b(ifc-csip-CSIP.ReportingService-dr-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipdrf1b(ifc-csip-CSIP.IntService-dr-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipdrf1b(ifc-csip-CSIP.ConfigService-dr-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipdrf1a(ifc-csip-Default Web Site-dr-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipdrf1a(ifc-csip-CSIPWEB.IFC.ORG-dr-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipdrf1a(ifc-csip-CSIP.ReportingService-dr-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipdrf1a(ifc-csip-CSIP.IntService-dr-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipdrf1a(ifc-csip-CSIP.ConfigService-dr-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipd01(ifc-csip-csipwebdev2.ifc.org-dev-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipd01(ifc-csip-csipweb.dev.ifc.org-dev-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipd01(ifc-csip-csipp2.ifc.org-dev-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipf1b(ifc-csip-configservice-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipf1b(ifc-csip-intservice-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipf1b(ifc-csip-reportingservice-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipsf1b(ifc-csip-csipwebstage.ifc.org-stg-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipt01(ifc-csip-csipwebtest2.ifc.org),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipt01(ifc-csip-csipweb.test.ifc.org-tst-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipt01(ifc-csip-Default Web Site-tst-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipt01(ifc-csip-CSIP.ReportingService-tst-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipt01(ifc-csip-CSIP.IntService2-tst-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipt01(ifc-csip-CSIP.IntService-tst-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipt01(ifc-csip-CSIP.ConfigService-tst-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipsf1b(ifc-csip-Default Web Site-stg-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipf1b(ifc-csip-web-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipsf1b(ifc-csip-CSIP.ReportingService-stg-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipsf1b(ifc-csip-CSIP.IntegrationService-stg-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipsf1a(ifc-csip-Default Web Site-stg-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipsf1a(ifc-csip-CSIPWEBStage.ifc.org-stg-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipsf1a(ifc-csip-CSIP.ReportingService-stg-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipsf1a(ifc-csip-CSIP.IntService-stg-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipsf1a(ifc-csip-CSIP.ConfigService-stg-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmsepms010(IFC-EPMS-Default Web Site-Stg-int),Equity Portfolio Management System (EPMS),1
Microsoft IIS Server@wbgmsepms010(IFC-EPMS-Stg-int),Equity Portfolio Management System (EPMS),1
Microsoft IIS Server@wbgmsepmsd001(IFC-EPMS-Default Web Site-Dev-int),Equity Portfolio Management System (EPMS),1
Microsoft IIS Server@wbgmsepmsd001(IFC-EPMS-Dev-int),Equity Portfolio Management System (EPMS),1
Microsoft IIS Server@wbgmsidaq001(WB-IDADesk-tst-Int),IDASYS - IDA Desk,1
Microsoft IIS Server@wbgmsidaq001(WB-IDADesk-QA-Int),IDASYS - IDA Desk,1
Microsoft IIS Server@wbgmsida002(wb-idaapi-INT),IDA Resource Space,1
Microsoft IIS Server@wbgmsida002(WB-IDADesk-Int),IDASYS - IDA Desk,1
Microsoft IIS Server@wbgmsida001(wb-idaapi-INT),IDA Resource Space,1
Microsoft IIS Server@wbgmsida001(WB-IDADesk-Int),IDASYS - IDA Desk,1
Microsoft IIS Server@wbgmsicrap002(ifc-icra-int),Investment Contract Review Application (ICRA),1
Microsoft IIS Server@wbgmsicrap002(ifc-icra-Default Web Site-int),Investment Contract Review Application (ICRA),1
Microsoft IIS Server@wbgmsicra005(ifc-icra-dev-int),Investment Contract Review Application (ICRA),1
Microsoft IIS Server@wbgmsiad001(wb-teammate-int),Internal Audit Management System (TeamMate),1
Microsoft IIS Server@wbgmshrht002(wbg-neocase-ss-qa-int),Neocase HR Power,1
Microsoft IIS Server@wbgmshrht002(wbg-neocase-reports-qa-int),Neocase HR Power,1
Microsoft IIS Server@wbgmshrht002(wbg-neocase-qa-int),Neocase HR Power,1
Microsoft IIS Server@wbgmshrht001(wbg-neocase-ss-qa-int),Neocase HR Power,1
Microsoft IIS Server@wbgmshrht001(wbg-neocase-qa-int),Neocase HR Power,1
Microsoft IIS Server@wbgmshrdp002(wbg-neocase-ss-int),Neocase HR Power,1
Microsoft IIS Server@wbgmshrdp002(wbg-neocase-reports-int),Neocase HR Power,1
Microsoft IIS Server@wbgmsidaq001(wb-idaapi-SIT-INT),IDA Resource Space,1
Microsoft IIS Server@wbgmsidaq001(wb-idadesk-SIT-INT),IDASYS - IDA Desk,1
Microsoft IIS Server@wbgmsidaq002(WB-IDADesk-QA-Int),IDASYS - IDA Desk,1
Microsoft IIS Server@wbgmsifcs002(IFC-DisclosurePortal-UAT-Int),Disclosure Portal,1
Microsoft IIS Server@wbgmsiisd02(ifc-iportal-api2),iPortal,1
Microsoft IIS Server@wbgmsiisd02(ifc-iportal),iPortal,1
Microsoft IIS Server@wbgmsifcs002(IFC-IPORTAL-ifcanalyticsapistg-INT),iPortal,1
Microsoft IIS Server@wbgmsifcs002(IFC-IPORTAL-Iportalstg2-INT),iPortal,1
Microsoft IIS Server@wbgmsifcs002(IFC-IPORTAL-Iportalappuat-INT),iPortal,1
Microsoft IIS Server@wbgmsifcs002(IFC-IPORTAL-Api2stg-INT),iPortal,1
Microsoft IIS Server@wbgmsifcs002(IFC-IPORTAL-Api2oauthstg-INT),iPortal,1
Microsoft IIS Server@wbgmsifcs001(IFC-IPORTAL-ifcanalyticsapistg-INT),iPortal,1
Microsoft IIS Server@wbgmsidaq002(WB-IDADesk-tst-Int),IDASYS - IDA Desk,1
Microsoft IIS Server@wbgmsifcs001(IFC-IPORTAL-Iportalstg2-INT),iPortal,1
Microsoft IIS Server@wbgmsifcs001(IFC-IPORTAL-Iportalappuat-INT),iPortal,1
Microsoft IIS Server@wbgmsifcs001(IFC-IPORTAL-Api2stg-INT),iPortal,1
Microsoft IIS Server@wbgmsifcs001(IFC-IPORTAL-Api2oauthstg-INT),iPortal,1
Microsoft IIS Server@wbgmsifcs001(IFC-DisclosurePortal-UAT-Int),Disclosure Portal,1
Microsoft IIS Server@wbgmsidaq002(wb-idadesk-SIT-INT),IDASYS - IDA Desk,1
Microsoft IIS Server@wbgmsidaq002(wb-idaapi-SIT-INT),IDA Resource Space,1
Microsoft IIS Server@wbgmshrdp002(wbg-neocase-int),Neocase HR Power,1
Microsoft IIS Server@wbgmshrdp001(wbg-neocase-ss-int),Neocase HR Power,1
Microsoft IIS Server@wbgmshrdp001(wbg-neocase-int),Neocase HR Power,1
Microsoft IIS Server@wbgmsepmtrn01(IFC-EPMS-Default Web Site-int),Equity Portfolio Management System (EPMS),1
Microsoft IIS Server@wbgmsfinq001(wb-rmdataportal-qa-int),Resource Management Master Data Portal,1
Microsoft IIS Server@wbgmsfinp002(wbg-reorg-prd-int),WBG Units Reorganization,1
Microsoft IIS Server@wbgmsfinp002(wb-rmdataportal-int),Resource Management Master Data Portal,1
Microsoft IIS Server@wbgmsfinp001(wbg-reorg-prd-int),WBG Units Reorganization,1
Microsoft IIS Server@wbgmsfinp001(wb-rmdataportal-int),Resource Management Master Data Portal,1
Microsoft IIS Server@wbgmsfind001(wb-rmdataportal-dev-int),Resource Management Master Data Portal,1
Microsoft IIS Server@wbgmsepmtrn01(IFC-EPMS-int),Equity Portfolio Management System (EPMS),1
Microsoft IIS Server@wbgmsepmt002(IFC-EPMS-test-int),Equity Portfolio Management System (EPMS),1
Microsoft IIS Server@wbgmsfinq002(wb-rmdataportal-qa-int),Resource Management Master Data Portal,1
Microsoft IIS Server@wbgmsepmt002(IFC-EPMS-Default Web Site-test-int),Equity Portfolio Management System (EPMS),1
Microsoft IIS Server@wbgmsepmt001(IFC-EPMS-test-int),Equity Portfolio Management System (EPMS),1
Microsoft IIS Server@wbgmsepmt001(IFC-EPMS-Default Web Site-test-int),Equity Portfolio Management System (EPMS),1
Microsoft IIS Server@wbgmsepmsd002(IFC-EPMS-bloombergtest-Dev-int),Equity Portfolio Management System (EPMS),1
Microsoft IIS Server@wbgmsepmsd002(IFC-EPMS-Dev-int),Equity Portfolio Management System (EPMS),1
Microsoft IIS Server@wbgmsepmsd002(IFC-EPMS-Default Web Site-Dev-int),Equity Portfolio Management System (EPMS),1
Microsoft IIS Server@wbgmsepmsd001(IFC-EPMS-bloombergtest-Dev-int),Equity Portfolio Management System (EPMS),1
Microsoft IIS Server@wbgmsfinq001(wbg-reorg-qa-int),WBG Units Reorganization,1
Microsoft IIS Server@wbgmsfinq002(wbg-reorg-qa-int),WBG Units Reorganization,1
Microsoft IIS Server@wbgmsfsrd001(ifc-finsustainabilityreporting-FSRS-DEV-INT),Financial Sustainability Reporting System (FSRS),1
Microsoft IIS Server@wbgmsfrsq001(ifc-finsustainabilityreporting-FSRSMobile-QA-INT),Financial Sustainability Reporting System (FSRS),1
Microsoft IIS Server@wbgmsfrss002(ifc-finsustainabilityreporting-Lfws-STG-Int),Financial Sustainability Reporting System (FSRS),1
Microsoft IIS Server@wbgmsfrss002(ifc-finsustainabilityreporting-FSRSMobile-STG-INT),Financial Sustainability Reporting System (FSRS),1
Microsoft IIS Server@wbgmsfrss002(ifc-finsustainabilityreporting-FSRS-STG-INT),Financial Sustainability Reporting System (FSRS),1
Microsoft IIS Server@wbgmsfrss001(ifc-finsustainabilityreporting-Lfws-STG-Int),Financial Sustainability Reporting System (FSRS),1
Microsoft IIS Server@wbgmsfrss001(ifc-finsustainabilityreporting-FSRSMobile-STG-INT),Financial Sustainability Reporting System (FSRS),1
Microsoft IIS Server@wbgmsfrss001(ifc-finsustainabilityreporting-FSRS-STG-INT),Financial Sustainability Reporting System (FSRS),1
Microsoft IIS Server@wbgmsfrsq001(ifc-finsustainabilityreporting-Lfws-QA-Int),Financial Sustainability Reporting System (FSRS),1
Microsoft IIS Server@wbgmsfrsq001(ifc-finsustainabilityreporting-FSRS-QA-INT),Financial Sustainability Reporting System (FSRS),1
Microsoft IIS Server@wbgmsfrsd001(ifc-finsustainabilityreporting-FSRS-DEV-INT),Financial Sustainability Reporting System (FSRS),1
Microsoft IIS Server@wbgmsfrsp002(ifc-finsustainabilityreporting-Lfws-Int),Financial Sustainability Reporting System (FSRS),1
Microsoft IIS Server@wbgmsfrsp002(ifc-finsustainabilityreporting-FSRSMobile-INT),Financial Sustainability Reporting System (FSRS),1
Microsoft IIS Server@wbgmsfrsp002(ifc-finsustainabilityreporting-FSRS-INT),Financial Sustainability Reporting System (FSRS),1
Microsoft IIS Server@wbgmsfrsp001(ifc-finsustainabilityreporting-Lfws-Int),Financial Sustainability Reporting System (FSRS),1
Microsoft IIS Server@wbgmsfrsp001(ifc-finsustainabilityreporting-FSRSMobile-INT),Financial Sustainability Reporting System (FSRS),1
Microsoft IIS Server@wbgmsfrsp001(ifc-finsustainabilityreporting-FSRS-INT),Financial Sustainability Reporting System (FSRS),1
Microsoft IIS Server@wbgmsfrsd001(ifc-finsustainabilityreporting-Lfws-DEV-Int),Financial Sustainability Reporting System (FSRS),1
Microsoft IIS Server@wbgmscsipd01(ifc-csip-Default Web Site-dev-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipd01(ifc-csip-CSIP.ReportingService2-dev-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@wbgmscsipd01(ifc-csip-CSIP.ReportingService-dev-int),Cash System Integration Platform (CSIP),1
Microsoft IIS Server@w2msddpdevw50(wb-databank-Databank-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-Jobs-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-JKP-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-HNPStatsData-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-GenderStatsData-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-GenderNew-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-GFI-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-G20FIData-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-Fetchifsdata-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-FaceBook-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-FBTest-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-Default Web Site-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-DebtStats-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-DataSearch-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-DataExchangePOV-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-DataBank-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-DRC-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-DECDATA-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-JobsKP-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-PovStats_Offshore-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-Povstats-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-genderhtml-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevw50(wb-databank-DECDATA-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevw50(wb-databank-DDPOffshore-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevw50(wb-databank-DDPInternal-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevw50(wb-databank-CPIA-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevw50(wb-databank-Bulkdownload-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-test-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-jedh-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-datavisualizer-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-PovstatsMapVisualizer-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-databank_old-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-api_sdmx-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-WorldMap_Main-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-WorldMap-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-TestScreen-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-SDIData-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-Povstats_laks-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-DDPExtReports-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-DDPExt-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2msddpdevn51(wb-databank-CountryRank-dev-int),DataBank (WDI byproduct),1
Microsoft IIS Server@w2mscdev11(wb-tfinternalctrl),TF Internal Control Framework,1
Microsoft IIS Server@w2mscqa1(WBG-debtvulnerability),Debt Vulnerability Analysis,1
Microsoft IIS Server@w2mscqa1(WB-GsdWebapps-QA-IntTest),GSD Web Applications,1
Microsoft IIS Server@w2mscqa1(WB-GsdWebapps-QA-Int),GSD Web Applications,1
Microsoft IIS Server@w2mscqa1(IFC-DisclosurePortal-QA-Int),Disclosure Portal,1
Microsoft IIS Server@w2mscdev31(IFC-Cafi-CafiMod-DEV-Ext),Climate Assessment for Financial Investment (CAFI),1
Microsoft IIS Server@w2mscdev11(wbg-rightautomate),Rightsizing Automation,1
Microsoft IIS Server@w2mscdev11(wbg-clouldauth-dev-INT),Cloud Authentication Redirector,1
Microsoft IIS Server@ddghhsn01(wb-databank-microdata_v5-ext),DataBank (WDI byproduct),1
Microsoft IIS Server@w2mscqa1(wb-devdatahub),Development Data Hub,1
Microsoft IIS Server@ddghhsn01(wb-databank-microdata_ext(test)-ext),DataBank (WDI byproduct),1
Microsoft IIS Server@ddghhsn01(wb-databank-microdata-old-ext),DataBank (WDI byproduct),1
Microsoft IIS Server@ddghhsn01(wb-databank-microdata-ext),DataBank (WDI byproduct),1
Microsoft IIS Server@ddghhsn01(wb-databank-demo-ext),DataBank (WDI byproduct),1
